Pair,Training_period,Norm_window,Test_period,Hedge_ratio,Intercept,R2_training,Norm_mean_mu,Norm_std_sigma,Test_days,Z_min,Z_max,Z_mean,Z_std,Long_signals,Short_signals,Total_signals,Days_in_market,Pct_in_market
AMZN/META,2018-01-01 to 2025-12-31,2025-01-01 to 2025-12-31,2026-01-01 to 2026-07-31,0.597664,1.532298,0.7866,-0.035929,0.060724,145,-1.1505,5.425,2.0026,1.5844,0,2,2,99,68.28
