Pair,Tests_passed,Hedge_ratio,Intercept,R2_training,Norm_mu,Norm_sigma,Test_days,Z_min,Z_max,Z_mean,Z_std,Long_signals,Short_signals,Total_signals,Days_in_mkt,Pct_in_mkt,Verdict
MSFT/AAPL,Johansen 10%,0.871048,1.302213,0.957096,0.086963,0.118594,145,-4.2573,-0.4011,-2.4213,0.9328,1,0,1,124,85.52,WEAK mean reversion — spread has drifted from equilibrium
