Date,Close,High,Low,Open,Volume
2018-01-02,4.9225287437438965,4.926232998453694,4.802768516998509,4.834375017324645,355616000
2018-01-03,5.246499538421631,5.276872071724263,5.031177549791746,5.039820025695842,914704000
2018-01-04,5.274155139923096,5.384285709129352,5.251931497244063,5.3277389582428585,583268000
2018-01-05,5.318850517272949,5.356136563849528,5.212176921617321,5.288972038755744,580124000
2018-01-08,5.481823444366455,5.555901948622903,5.397373497373646,5.442314845965731,881216000
2018-01-09,5.480340957641602,5.526763530565923,5.398854426236234,5.487254937822689,497000000
2018-01-10,5.523306846618652,5.526763836900809,5.333665496743862,5.387989697031971,582664000
2018-01-11,5.533186435699463,5.587263864224587,5.511703163551604,5.555903674897513,406032000
2018-01-12,5.5060224533081055,5.555655230806842,5.465526210043849,5.521332117817926,359916000
2018-01-16,5.435154914855957,5.6178823443928865,5.350705418420513,5.532445203405531,702348000
2018-01-17,5.548988342285156,5.5588652570627,5.355889972136408,5.449722781931612,538408000
2018-01-18,5.542072296142578,5.596396484631688,5.49861266276359,5.529725568545394,408632000
2018-01-19,5.682082653045654,5.706281587472886,5.605288008141734,5.632203082211665,609380000
2018-01-22,5.770482540130615,5.772211035255632,5.632449252459123,5.689983649183062,550944000
2018-01-23,5.899379730224609,5.922096960023161,5.80529967214981,5.823819060815665,475228000
2018-01-24,5.822585105895996,5.938394759156828,5.767025993334276,5.902589945397093,579972000
2018-01-25,5.836165428161621,5.920121303638124,5.8213498239538755,5.876908457477814,409884000
2018-01-26,6.008522987365723,6.008769780706532,5.867032691438194,5.879873009855168,516356000
2018-01-29,6.095442771911621,6.126556163999323,5.941359397629485,5.993955117261491,455116000
2018-01-30,5.9934587478637695,6.084822657931859,5.887032440790275,5.953703364003783,570832000
2018-01-31,6.069514751434326,6.155199143875029,6.0361792801898755,6.068773900387158,478576000
2018-02-01,5.938641548156738,6.096676409437072,5.878391007501542,5.889749623333987,519224000
2018-02-02,5.7662835121154785,5.876167268550853,5.708255540716462,5.852215135040026,718464000
2018-02-05,5.27687406539917,5.759126286967598,5.062045582238898,5.605289686773526,1165204000
2018-02-06,5.570224285125732,5.573187218233309,5.037351292123833,5.047228677775093,1114800000
2018-02-07,5.649736404418945,5.802091770035089,5.597881530469725,5.668997122585643,802932000
2018-02-08,5.371200084686279,5.80826407928095,5.370952820335988,5.77517587039458,1144000000
2018-02-09,5.730729579925537,5.898888206866015,5.371201028678717,5.883084950736841,1674604000
2018-02-12,5.630722522735596,5.814684856532062,5.556644002443449,5.811721451971718,1093172000
2018-02-13,5.744308948516846,5.790484735326262,5.562075147582211,5.594422971878374,625524000
2018-02-14,5.96135950088501,5.990250334803967,5.692947725246007,5.704059548216401,744988000
2018-02-15,6.086799144744873,6.13297493093032,5.963828714785373,6.044574406786816,698900000
2018-02-16,6.021116733551025,6.1732248004750225,6.011980198829314,6.059637690216526,637656000
2018-02-20,6.150506973266602,6.219399989606605,6.039882335841647,6.043586590630636,686240000
2018-02-21,5.963581562042236,6.2218696291213735,5.959877778058272,6.214955647828824,892292000
2018-02-22,5.983099460601807,6.069084017401863,5.917622785182669,5.997430377159219,534364000
2018-02-23,6.076498508453369,6.076498508453369,5.992243494996273,6.042895376009771,415300000
2018-02-26,6.092557907104492,6.127149291469299,6.030292943975575,6.122701895089861,469312000
2018-02-27,6.079710006713867,6.150128455906252,6.0567312407746385,6.065872980795746,455436000
2018-02-28,5.979394912719727,6.130114872492914,5.967781819998213,6.090581721935456,523116000
2018-03-01,5.737502098083496,6.031035999276228,5.636445271654892,5.9771719199946896,1040120000
2018-03-02,5.844487190246582,5.8509115742309685,5.4815231620254234,5.630019649725559,913428000
2018-03-05,5.822497844696045,5.862030997490262,5.671036093708031,5.7943303672938855,620776000
2018-03-06,5.983348846435547,6.00262153121743,5.864749376895527,5.907741672821975,636808000
2018-03-07,5.975440502166748,6.02757499560552,5.879325467881091,5.880560672466881,581208000
2018-03-08,5.959134101867676,6.002867703637452,5.9149061354144825,6.002867703637452,411912000
2018-03-09,6.061674118041992,6.074521945773585,5.9905143444255415,6.006574364726223,505524000
2018-03-12,6.171131134033203,6.251185699554829,6.094782654396949,6.1029366088716035,605060000
2018-03-13,6.120477676391602,6.288246825296772,6.079214963742045,6.213874881101751,619772000
2018-03-14,6.14592981338501,6.190651682452513,6.083664827894919,6.163472458535161,505496000
2018-03-15,6.160754203796387,6.241797033879044,6.118750165774702,6.159518998827692,401952000
2018-03-16,6.188920021057129,6.207945282860681,6.139503352684651,6.177059982945952,399456000
2018-03-19,5.954687595367432,6.161001230709759,5.855854702051574,6.132092909851031,713772000
2018-03-20,6.166684150695801,6.205475995553588,5.9576522213167,5.9576522213167,554696000
2018-03-21,6.141481399536133,6.226477725635134,6.111089987723472,6.160259246634437,438688000
2018-03-22,5.97568941116333,6.1246802990746865,5.9383801881357465,6.078228862529954,551196000
2018-03-23,5.7562785148620605,5.991747807985991,5.745159788738619,5.989276927594977,735620000
2018-03-26,6.040672302246094,6.041907507254022,5.828675588945288,5.8805626821817985,611424000
2018-03-27,5.572203159332275,6.177060956923708,5.432107556325861,6.121467314056925,1409000000
2018-03-28,5.469169616699219,5.667823629263365,5.361688892153834,5.537858501727341,945904000
2018-03-29,5.722181797027588,5.81879073560349,5.453108871312396,5.537363877539234,916628000
2018-04-02,5.461756706237793,5.797788943645551,5.374042561443721,5.651763333448893,922092000
2018-04-03,5.568001747131348,5.691542944931062,5.46916888314603,5.628537141413006,667432000
2018-04-04,5.589992523193359,5.600369939066566,5.287563426422367,5.31251870810874,789168000
2018-04-05,5.469912052154541,5.661400879524381,5.398505324909835,5.648305632525994,701240000
2018-04-06,5.2937397956848145,5.4753454955412835,5.264584067344699,5.3673704277671055,662988000
2018-04-09,5.322403907775879,5.484490052108278,5.302389909766068,5.35674835816118,499524000
2018-04-10,5.631255149841309,5.6581869470897574,5.495359545124256,5.55243580278532,761676000
2018-04-11,5.589992523193359,5.657693144322585,5.557377652942625,5.616430427510846,460244000
2018-04-12,5.796554088592529,5.814344149524457,5.638668417093566,5.682896387062029,593920000
2018-04-13,5.719958782196045,5.868455297300609,5.671777778510735,5.860054395742504,503036000
2018-04-16,5.719712734222412,5.7530689276933895,5.62557417517804,5.726631013940322,350792000
2018-04-17,5.869195461273193,5.890444657744426,5.716251578561338,5.771845214741535,447224000
2018-04-18,5.840287208557129,5.911446975099655,5.751337853833223,5.8187910634443485,391364000
2018-04-19,5.659175872802734,5.7594913744128435,5.6038296491681026,5.726135189444897,471996000
2018-04-20,5.651022434234619,5.734783081732713,5.6198901831966905,5.65052806954587,386200000
2018-04-23,5.531680107116699,5.719956654307464,5.5057365719024185,5.668810895066769,427508000
2018-04-24,5.465463638305664,5.653245873112171,5.400233890919394,5.557378239507013,414596000
2018-04-25,5.353288650512695,5.474853363683221,5.196144285664577,5.435814101385799,588492000
2018-04-26,5.564789772033691,5.57294372515703,5.448908157916776,5.514879209123028,375824000
2018-04-27,5.592216968536377,5.6903090144787685,5.549965986303618,5.670542437255602,400848000
2018-04-30,5.556884288787842,5.6581880564035085,5.537612076202708,5.608524430770249,327844000
2018-05-01,5.612231731414795,5.614949559572972,5.490172640875551,5.548731540381475,253788000
2018-05-02,5.591723442077637,5.653246640850052,5.565532478120005,5.608772192633306,268248000
2018-05-03,5.756772994995117,5.782963952791854,5.578379465520611,5.6235956858680325,443144000
2018-05-04,5.906752109527588,5.909964301493581,5.710815939958727,5.728111633202851,400660000
2018-05-07,6.144445419311523,6.2015216788325995,6.00138458611721,6.011268108792078,687616000
2018-05-08,6.186943531036377,6.189661358266512,6.095769782220099,6.144692086179353,506616000
2018-05-09,6.319873809814453,6.322097743834752,6.17977821961558,6.206957436148472,596760000
2018-05-10,6.427355766296387,6.436497507612215,6.35496031956407,6.3727503800306735,994080000
2018-05-11,6.288989067077637,6.4189546705779925,6.190403604251868,6.245749828996159,1214456000
2018-05-14,6.309496879577637,6.3868340850540735,6.285777271229011,6.327039992585079,523140000
2018-05-15,6.067355632781982,6.2487144092462685,5.967040139842372,6.245996110622868,963528000
2018-05-16,6.078475475311279,6.140493036211497,5.991996521218822,6.028811848736104,553828000
2018-05-17,6.120477676391602,6.21412182775793,6.064142734814751,6.080203221639003,519784000
2018-05-18,6.076746463775635,6.235620411298548,6.071804701082786,6.172367639665309,483716000
2018-05-21,6.03474235534668,6.177803226165363,5.942086426627042,6.174097139823752,640624000
2018-05-22,5.996690273284912,6.073285689316128,5.936154874773719,6.048083460402511,518264000
2018-05-23,6.120060443878174,6.12129688402957,5.939825949406634,5.940567719184721,442956000
2018-05-24,6.1237688064575195,6.16604638276045,6.063196442969986,6.1163520518220045,437372000
2018-05-25,6.163079261779785,6.179396782056297,6.100776259758787,6.136377907833108,292112000
2018-05-29,6.146020412445068,6.21401047810902,6.0992931575786455,6.1450315432003935,352684000
2018-05-30,6.2548041343688965,6.2634573298368625,6.154921265787929,6.179644883509454,390996000
2018-05-31,6.2350263595581055,6.309444324380892,6.212280948178275,6.222911883911303,493868000
2018-06-01,6.369274139404297,6.375455397753894,6.271121906004706,6.2797751018175765,421968000
2018-06-04,6.5480265617370605,6.570030203696023,6.371253298271034,6.403393677281278,642024000
2018-06-05,6.553463935852051,6.591043794732279,6.5064891122517645,6.551238626485291,391712000
2018-06-06,6.555443286895752,6.558657466250512,6.447154302349329,6.463471827028432,371356000
2018-06-07,6.499814033508301,6.563600575670102,6.409572764990452,6.551733202346104,369448000
2018-06-08,6.484485149383545,6.527009352109651,6.408336566259085,6.427126494753319,360456000
2018-06-11,6.443445205688477,6.513412544338041,6.4305889612666265,6.471877203081521,265372000
2018-06-12,6.491901874542236,6.504016346781444,6.419709239896668,6.469898239308541,319160000
2018-06-13,6.487452983856201,6.568298828613451,6.478305117274815,6.493386671427395,338208000
2018-06-14,6.598957538604736,6.655574446227418,6.517617006106994,6.532451463970384,430016000
2018-06-15,6.558160781860352,6.613047027250425,6.510938861735974,6.541843262192052,432260000
2018-06-18,6.55396032333374,6.5715138172033205,6.486959584133824,6.514155144658017,356268000
2018-06-19,6.432319641113281,6.518110304281356,6.304993636426343,6.450862002192565,594932000
2018-06-20,6.485228061676025,6.538136107117899,6.435039053196084,6.473360686687477,369780000
2018-06-21,6.356666088104248,6.535417081326621,6.349001760839848,6.517121818613466,359516000
2018-06-22,6.204368591308594,6.390784374571806,6.189040409066197,6.3774334594619235,434160000
2018-06-25,5.911888599395752,6.1017651569803375,5.823378441826234,6.098056779670731,665816000
2018-06-26,5.982845783233643,6.073334165648005,5.931420804969788,6.025123366416597,478884000
2018-06-27,5.827829360961914,6.092618098974124,5.822389872414972,6.026359139611977,453892000
2018-06-28,5.954908847808838,5.966776223814269,5.810275969033915,5.817940296388929,338012000
2018-06-29,5.857004642486572,6.032541486731856,5.855768201857278,6.019932810322215,392300000
2018-07-02,5.989027500152588,5.992735878357603,5.767010047064919,5.787530620051878,357572000
2018-07-03,5.855520248413086,6.02957399870947,5.847114150989946,6.023640310620422,222732000
2018-07-05,6.001141548156738,6.006085894889845,5.871837331918492,5.910653165265387,306216000
2018-07-06,6.1148681640625,6.12327425896357,5.955401346587171,5.976663683229958,296352000
2018-07-09,6.1623382568359375,6.198682150756022,6.083717724780583,6.189040085660409,303880000
2018-07-10,6.261232376098633,6.283236013497181,6.134400582636994,6.174699951455548,360016000
2018-07-11,6.119813919067383,6.203132167984538,6.109182513334937,6.168519385515629,367508000
2018-07-12,6.211291313171387,6.259255014559469,6.155169085771474,6.165058722643337,345508000
2018-07-13,6.164069175720215,6.229833938341683,6.122039163547,6.229833938341683,246988000
2018-07-16,6.136380672454834,6.189289205380043,6.124019094867877,6.136380672454834,197036000
2018-07-17,6.272108554840088,6.287190103096926,6.061711478228078,6.087176857784259,362136000
2018-07-18,6.222910404205322,6.278538422105761,6.171980104393504,6.264693310372985,277640000
2018-07-19,6.231069564819336,6.2646939499617895,6.189040026518868,6.20412110838301,235752000
2018-07-20,6.202885150909424,6.267413469753372,6.192006645604569,6.228597638674499,222352000
2018-07-23,6.166294574737549,6.178161950133588,6.014739146335825,6.176431310870159,301584000
2018-07-24,6.148987770080566,6.300790287758488,6.131433807610705,6.214257858821427,354620000
2018-07-25,6.227113723754883,6.239722867446417,6.100529031134341,6.158382360901804,319112000
2018-07-26,6.300543785095215,6.33738188386494,6.190277059823228,6.207089255285769,325124000
2018-07-27,6.230823993682861,6.3440578071903815,6.176926596026475,6.337135248919278,295420000
2018-07-30,6.035752773284912,6.2508475979762075,6.000892426333479,6.244913911866097,340340000
2018-07-31,6.0538010597229,6.128466100668753,5.986553244463329,6.025369068604396,283988000
